open_spaces,dre,school
0,CL,IRAPARA
0,CL,CLEMENTE PASTORE. PROF.
0,CL,MIRA ORUBE
0,CL,SANTA EDWIGES
0,CL,PARQUE NOVA SANTO AMARO
0,CL,VOVO LOURIVAL
0,CL,VILA PRAIA
0,CL,FEITICO DA VILA - JOSE FREITAS NOBRE. DEP.. PROF.
0,CL,JARDIM NOVO SANTO AMARO - ALICE ALVES MARTINS
0,CL,PAULO COCHRANE SUPLICY
0,CL,VALE ENCANTADO
0,CL,OLIVEIRA
0,CL,NOVA AURORA
0,CL,PEROBEIRAS
0,CL,JOAO PEDRO DE CARVALHO NETO. DR.
0,CL,CEDRO DO LIBANO III. CEI
0,CL,FRANCISCO REBOLO
0,CL,JARDIM SAO BENTO VELHO
0,CL,ANDAGUACU
0,CL,NOVOS CAMINHOS
0,CL,M BOI MIRIM II
0,CL,LAR DE AMOR MEIMEI
0,CL,HELENA CABRAL DE VASCONCELLOS FERRAZ
0,CL,NOSSA SENHORA MAGLAC III
0,CL,MAE ZAZA - NUCLEO I
0,CL,ESTRELA DE DAVI
0,CL,SAO MIGUEL ARCANJO
0,CL,DONIZETE
0,CL,VINICIUS DE MORAES
0,CL,RANC
0,CL,MARLI FERRAZ TORRES BONFIM
0,CL,FIM DE SEMANA
0,CL,NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA
0,CL,JOSE BLOTA JUNIOR. DEP.
0,CL,UNIVERSO CRIANCA
0,CL,DULCE. IRMA
0,CL,SOSSEGO DA CRIANCA
0,CL,PEQUENOS GENIOS II
0,CL,VILA DO SOL
0,CL,MANGA ROSA
0,CL,CHACARA SANTA MARIA
0,CL,AGLAEZINHA
0,CL,TERRA NOSSA
0,CL,PENTAGRAMA V
0,CL,JARDIM MITSUTANI I - PAULO PATARRA. JORNALISTA
0,CL,ROBERTO BURLE MARX
0,CL,CAMINHAR V
0,CL,MARGARIDAS AMARELAS
0,CL,EDIVALDO DOS SANTOS DANTAS. PROF.
0,CL,CAPAO REDONDO I
0,CL,CAMINHAR COM AMOR - UNIDADE II
0,CL,TURQUESINHAS
0,CL,PRINCESA THAYNNA
0,CL,JARDIM SAO LUIZ I
0,CL,PIRUETA
0,CL,RICARDO VITIELLO. PROF.
0,CL,CHACARA SONHO AZUL
0,CL,CEDRO DO LIBANO II
0,CL,JORGE APOVIAN
0,CL,NOSSA SENHORA AUXILIADORA
0,CL,CAMINHAR COM AMOR III
0,CL,SOL DO AMANHA
0,CL,GEORGE LIAN
0,CL,ANTONIO DE PADUA
0,CL,PRIMEIROS PASSOS
0,CL,22 DE MARCO
0,CL,VERA LUCIA FUSCO BORBA. PROFA.
0,CL,SOLAR DOS UNIDOS II
0,CL,ANTONIO ALVES DA SILVA. SG.
0,CL,JARDIM ANGELA - TULA PILAR FERREIRA
0,CL,PIRAJUCARA
0,CL,ASSOCIACAO BENEFICENTE GUAINUMBI
0,CL,CONSTRUINDO CONSCIENCIA
0,CL,LAR SAO TIAGO
0,CL,JOSE OLIVEIRA ALMEIDA DINIZ. VER.
0,CL,CASA BLANCA I
0,CL,ELIANA E SUA TURMINHA II
0,CL,JARDIM MARIA SAMPAIO
0,CL,GUARAPIRANGA
0,CL,DONA DIVA I
0,CL,JARDIM DAS FLORES
0,CL,TOMAS DE AQUINO
0,CL,CAMINHAR VIII
0,CL,DE GAULLE. GEN.
0,CL,PEQUENAS TURQUESAS IV
0,CL,NOSSA SENHORA APARECIDA
0,CL,GOTINHAS DO SABER
0,CL,SANT ANA
0,CL,PARQUE IPE
0,CL,SANTA MARIA GORETE
0,CL,AGLAEZINHA IV. COMUNIDADE INFANTIL
0,CL,GUARAPIRANGA I
0,CL,LAZARA VEIGA CATELLANI
0,CL,JARDIM MITSUTANI
0,CL,BOA SORTE
0,CL,MARIA IZABEL
0,CL,PAULO COLOMBO PEREIRA DE QUEIROZ. DES.
0,CL,LEONARDO VILLAS BOAS
0,CL,ZULEIKA PEREIRA LEITE. PROFA.
0,CL,ELIANA E SUA TURMINHA
0,CL,GUMERCINDO DE PADUA FLEURY. VER.
0,CL,PAROQUIA SANTO ANTONIO
0,CL,COMPANHIA DOS SONHOS
0,CL,JARDIM SOUZA
0,CL,CID FRANCO. VER.
0,CL,ANA CLAUDINA DE CARVALHO FERRAZ DE CAMARGO
0,CL,IRACEMA MARQUES DA SILVEIRA. PROFA.
0,CL,CASA PADRE RAFAEL
0,CL,ACUCENA JORGE LIAN
0,CL,ESPERANCA PARA TODOS II ARACATI
0,CL,PRINCIPE KAWANN
0,CL,NOSSA SENHORA MAGLAC II
0,CL,CIA DOS SONHOS VI
0,CL,PENTAGRAMA II
0,CL,NOVO IPE I
0,CL,CIA DOS SONHOS I
0,CL,PEQUENAS TURQUESAS III
0,CL,CANTOS DO AMANHECER
0,CL,SAO JOSE OPERARIO I
0,CL,CEDRINHO II
0,CL,VITORIA SERGIO BRANCO MARTINS
0,CL,DONIZETE II
0,CL,JORGE CAMISA NOVA
0,CL,RUBENS NASCIMENTO DA SILVA - MEXICANO
0,CL,AGUAS DE MARCO
0,CL,AGLAEZINHA III. COMUNIDADE INFANTIL
0,CL,UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID IV CL
0,CL,SAO SEBASTIAO
0,CL,WALTHER SOMMERLATH
0,CL,ROSEMARY SILVA. PROFA
0,CL,AIRTON PEREIRA DA SILVA. FREI
0,CL,PERIMETRAL I
0,CL,JARDIM UMUARAMA
0,CL,LIBERTARIOS
0,CL,ELISABETH QUINELLO
0,CL,PARQUE SANTA MARGARIDA
0,CL,PEDRO E MARIA II
0,CL,NOSSA SENHORA DA PAZ
0,CL,RANC II
0,CL,PARQUE REGINA
0,CL,SANTA IZABEL
0,CL,CAMINHAR III
0,CL,MAURICIO SIMAO
0,CL,SAO FRANCISCO DE ASSIS - VALO VELHO
0,CL,MARIO MARQUES DE OLIVEIRA. PROF.
0,CL,CARLOS DE LAET
0,CL,JARDIM GUARUJA - RITA MONTEIRO DE SOUZA
0,CL,VITORIA
0,CL,ARRASTAO
0,CL,VIVER E APRENDER I
0,CL,BOA ESPERANCA II
0,CL,PEIXINHO DE OURO
0,CL,CASA BLANCA - SOLON BORGES DOS REIS. PROF.
0,CL,EMILIO PATERNOSTER. PE
0,CL,GUIOMAR PICCINALI. PROFA.
0,CL,IRMA DULCE
0,CL,SAO GABRIEL
0,CL,ARTE DE APRENDER
0,CL,JARDIM GUARUJA
0,CL,ROSA MARIA
0,CL,ESTRELA NOVA
0,CL,MONTE AZUL A. C.
0,CL,ALTO DA RIVIERA
0,CL,PAULO E ADMAR
0,CL,DANTE MOREIRA LEITE. PROF
0,CL,MATRIARCA I
0,CL,JARDIM FUJIHARA
0,CL,JOSE REGINALDO DA FONSECA II
0,CL,FEITICO DA VILA
0,CL,PEINHA
0,CL,SOCRATES BRASILEIRO SAMPAIO DE SOUSA VIEIRA DE OLIVEIRA
0,CL,PEDRO SOBRINHO
0,CL,CEDRINHO IV
0,CL,SANTO ANTONIO - JARDIM DOM JOSE
0,CL,CANTINHO DA RAFA
0,CL,SANTO ESTEVAO REI
0,CL,BRILHO DE LUZ II
0,CL,PEQUENOS GENIOS
0,CL,MARIO SETTE
0,CL,BOA ESPERANCA III
0,CL,CASA SAO JOSE LAR DA INFANCIA
0,CL,JARDIM ELEDY. PRE-ESCOLA
0,CL,NATALIA REZINO I
0,CL,ANTONIO ESTANISLAU DO AMARAL
0,CL,IRENE IRAPIRANGA
0,CL,OTONIEL MOTA
0,CL,MARIA DE SOUSA AZEVEDO
0,CL,CAMINHAR VII
0,CL,M BOI MIRIM I
0,CL,ESPACO CRIANCA
0,CL,JARDIM LUZITANIA
0,CL,ANNA SILVEIRA PEDREIRA
0,CL,CONSTRUINDO HORIZONTES
0,CL,BETE SHALOM MORADA DA PAZ
0,CL,CAMINHAR II
0,CL,SANTA ESCOLASTICA
0,CL,FAZENDA PEDRO E MARIA V
0,CL,JARDIM CAPELA
0,CL,AGAPE I
0,CL,ORLANDO DE ALVARENGA GAUDIO. PROF.
0,CL,PENTAGRAMA I
0,CL,SYNESIO ROCHA. MIN.
0,CL,CEDRO DO LIBANO IV. CEI
0,CL,TERESA MARGARIDA DA SILVA E ORTA
0,CL,ALBERTINA RODRIGUES SIMON. PROFA
0,CL,JULITTA PRADO ALVES DE LIMA. DA.
0,CL,CYRO ALBUQUERQUE. DEP.
0,CL,AUGUSTO DE OLIVEIRA
0,CL,AQUARELA DO SABER
0,CL,CIA DOS SONHOS V
0,CL,FLAMBOYANT
0,CL,PENTAGRAMA III
0,CL,JARDIM UMARIZAL
0,CL,PARQUE FERNANDA
0,CL,ASS MORAD JD SANTA CECILIA
0,CL,VIDA E CULTURA
0,CL,MARIA RITA LOPES PONTES - IRMA DULCE
0,CL,ALICE ALVES
0,CL,CAMINHAR
0,CL,MILLOR FERNANDES. JORNALISTA
0,CL,MARITEL
0,CL,PEDRO E MARIA
0,CL,VO ZEFA
0,CL,PENTAGRAMA IV
0,CL,MAURO FACCIO GONCALVES - ZACARIA
0,CL,JOSE CLAUDIO VIEIRA
0,CL,EUCLIDES DA CUNHA
0,CL,LUIS DA CAMARA CASCUDO
0,CL,ANA GONCALVES DE SOUZA
0,CL,CAMINHOS DO AMANHA
0,CL,DAS OLIVEIRAS
0,CL,ANTONIO RODRIGUES
0,CL,UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID III
0,CL,PAZ E ESPERANCA II
0,CL,CRISTO LIBERTADOR II
0,CL,DIVINA GRACA
0,CL,JARDIM DAS PALMAS
0,CL,ADHEMAR DE BARROS. PREF.
0,CL,RANC III
0,CL,JANETE CLAIR
0,CL,PARAISOPOLIS
0,CL,IRINEU
0,CL,VILA DO SOL I
0,CL,JOAQUIM MANUEL DE MACEDO
0,CL,VOVO DILEUZA II
0,CL,RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE
0,CL,PRINCESA MELISSA
0,CL,AGLAEZINHA I. COMUNIDADE INFANTIL
0,CL,BARBARA HELIODORA GUILHERMINA DA SILVEIRA
0,CL,ISSA KURBHI
0,CL,HERMES FERREIRA DE SOUZA
0,CL,JARDIM KLEIN
0,CL,JORGE AMERICANO. PROF.
0,CL,SAO PEDRO
0,CL,AURINDO DOS SANTOS FREIRE
0,CL,MUNDO ENCANTADO DA CRIANCA
0,CL,ELFRIDA ZUKOWSKI JARDIM
0,CL,CASTILHO
0,CL,JARDIM TRES ESTRELAS
0,CL,SAO JORGE
0,CL,BRISA ANDRADE
0,CL,MARIO ARY PIRES. MAL.
0,CL,PARQUE SANTO ANTONIO
0,CL,ANGLICANA BERNARDO GIACOMINI GONCALVES
0,CL,FILHOS DE DAVI
0,CL,DESCOBRINDO O AMANHA
0,CL,PEDRO E MARIA III
0,CL,CEDRO DO LIBANO VI. CEI
0,CL,PENTAGRAMA VI
0,CL,JARDIM DOS REIS
0,CL,ANJINHOS DE DULCE
0,CL,BRISA ANDRADE II
0,CL,ANGLICANA ANA PAULA QUINTAO
0,CL,CIA DOS SONHOS II
0,CL,VERA LUCIA
0,CL,AGLAEZINHA II. COMUNIDADE INFANTIL
0,CL,SAGRADA FAMILIA
0,CL,MARIA BERENICE DOS SANTOS. PROFA.
0,CL,VEREMUNDO TOTH. DOM
0,CL,MEU CANTINHO
0,CL,MAREZINHA
0,CL,REINO DO CARINHO
0,CL,ABILIO CESAR
0,CL,CEDRO DO LIBANO I
0,CL,A NOSSA CASA DA CRIANCA
0,CL,CECILIA MARIA II
0,CL,JARDIM AURORA
0,CL,MARIA NELE
0,CS,VALENTINA FERREIRA
0,CS,ESTRADA DO SOL
0,CS,MARCIA KUMBREVICIUS DE MOURA
0,CS,PAULO SETUBAL
0,CS,JARDIM DOS SABIAS
0,CS,RIO BRANCO. BR. DO
0,CS,JARDIM NOVO PARELHEIROS
0,CS,KADOSHI
0,CS,CONOSCO
0,CS,JARDIM GUANABARA
0,CS,PARELHEIROS - ENEIDA PALMA LEITE. PROFA.
0,CS,ESTRELA DA MANHA
0,CS,TATIANA BELINKY
0,CS,PROJETO ANCHIETA
0,CS,AGAPE
0,CS,NAVEGANTES
0,CS,SAO LUCAS
0,CS,EQUILIBRIO DE INTERLAGOS. SOC BENEF
0,CS,ACAO SOCIAL LARGO 13 - ALMEIDA PRADO
0,CS,JOAQUIM BENTO ALVES DE LIMA NETO
0,CS,FORCA E ACAO COMUNITARIA
0,CS,PARQUE RESIDENCIAL COCAIA - GRAJAU
0,CS,PEQUENOS GENIOS TOPAZIO
0,CS,ANNABEL
0,CS,JARDIM TANAY
0,CS,MARINA VILLARES DA SILVA NOVAES
0,CS,TIA EMMA
0,CS,PARQUE BRASIL
0,CS,SAN BENEDETTO
0,CS,VENHA CONOSCO - UNIDADE III
0,CS,MILTON SANTOS. PROF.
0,CS,JARDIM SAO BERNARDO
0,CS,CANAL DO COCAIA
0,CS,JARDIM MYRNA
0,CS,ORLANDO VILLAS BOAS
0,CS,MAE TRABALHADORA
0,CS,JARDIM ICARAI
0,CS,JARDIM NORONHA
0,CS,JOSE LA TORRE. PROF.
0,CS,CLARA NUNES
0,CS,MAE DO BOM CONSELHO
0,CS,ULYSSES DA SYLVEIRA GUIMARAES
0,CS,JARDIM SHANGRILA - NUCLEO III
0,CS,TRES LAGOS
0,CS,MALVINA FENUCHI
0,CS,JARDIM LUCELIA
0,CS,NICOLAI NICOLAEVICH KOCHERGIN
0,CS,PAULINOEVA
0,CS,CAMINHO DOS MARTINS
0,CS,MAGDA FERREIRA DA SILVA CARVALHO. PROFA.
0,CS,MARIA APARECIDA COELHO ALVES TEIXEIRA. PROFA.
0,CS,TIA DORA
0,CS,VARGEM GRANDE
0,CS,JARDIM DAS ACACIAS
0,CS,LEILA ATLAS. CEI
0,CS,MANOEL BISPO DOS SANTOS
0,CS,VENHA CONOSCO - UNIDADE VIII
0,CS,PLINIO SALGADO
0,CS,AS PRINCESAS
0,CS,SANTA LUZIA
0,CS,CANTINHO DO CRESCIMENTO
0,CS,VILA NICARAGUA. CRECHE
0,CS,PAULO FRANCISCO SECKLER PUCCA
0,CS,JOSIS
0,CS,RECANTO CAMPO BELO - DIRCE ZILLESG BORGES DOS SANTOS. PROFA
0,CS,LOURIVAL BRANDAO DOS SANTOS
0,CS,SANTA MARGARIDA
0,CS,JARDIM TRES CORACOES
0,CS,JOVELINA ALVES FEITOZA
0,CS,JARDIM MANACAS
0,CS,VO CHICA
0,CS,JARDIM DAS MACAUBAS
0,CS,GRAJAU
0,CS,FLORESTAN FERNANDES. PROF.
0,CS,VOVO MARIAZINHA ROCHA
0,CS,NELSON MANDELA
0,CS,AYRTON OLIVEIRA SAMPAIO. PROF.
0,CS,TERESA DE CALCUTA. ME
0,CS,JARDIM DOS PINHEIROS
0,CS,PEDRO HENRIQUE SIQUEIRA LIMA
0,CS,ASS COMUNITARIA JD IDEAL
0,CS,MANOEL DE ABREU. DR.
0,CS,ANA PAULA ANDRADE
0,CS,MARINA MELANDER COUTINHO. PROFA
0,CS,NUCLEO PARQUE RESIDENCIAL COCAIA
0,CS,JOSE ADRIANO MARREY JR.. VER.
0,CS,MUNDINHO DOS TALENTOS
0,CS,ANA DE FATIMA
0,CS,MARCELA
0,CS,RECANTO DOS NAVEGANTES
0,CS,ANGELO KRETA
0,CS,JARDIM LEBLON
0,CS,JARDIM SAO PEDRO I
0,CS,DAMIAO. FREI
0,CS,VILA RUBI
0,CS,JARDIM BELA VISTA
0,CS,ZUMBI DOS PALMARES
0,CS,NUCLEO JD DOS ALAMOS
0,CS,NOVA AMERICA
0,CS,LAURA PRADO
0,CS,ELVIRA MARTINS
0,CS,SANTA MARCELINA
0,CS,PARQUE COCAIA
0,CS,LUIS TRAVASSOS
0,CS,CASTRO ALVES
0,CS,CENTRO ASSISTENCIAL SANTANA
0,CS,ALPS PARELHEIROS I
0,CS,MARIO QUINTANA
0,CS,TIO TUTA
0,CS,O SEMEADOR
0,CS,JARDIM SILVEIRA
0,CS,TRES CORACOES. CRECHE E PRE
0,CS,JOSE MOLINA JR.. VER
0,CS,MILTON FERREIRA DE ALBUQUERQUE. PROF.
0,CS,PARELHEIROS
0,CS,OLEGARIO MARIANO
0,CS,JARDIM SAO JUDAS TADEU
0,CS,LUIZA SOPHIA ROSCHEL
0,CS,HEITOR DE ANDRADE
0,CS,JARDIM SIPRAMAR
0,CS,SANTA IZABEL I
0,CS,MARIALICE MENCARINI FORACCHI
0,CS,MARIA AMELIA GONCALVES
0,CS,PAOLA
0,CS,JOAO ROSCHEL KLEIN
0,CS,JARDIM MONTE VERDE
0,CS,JARDIM NOVO PARELHEIROS I
0,CS,LIA - MARIA DOS REIS DE JESUS SOUZA SILVA. PROFA.
0,CS,YANNI
0,CS,VARGEM GRANDE II
0,CS,JOAO DA SILVA
0,CS,PLINIO MARCOS
0,CS,ELIZA RACHEL MACEDO DE SOUZA. PROFA.
0,CS,ARISTIDES NOGUEIRA. DR.
0,CS,MARIA DA CONCEICAO SANTANNA
0,CS,A MAO COOPERADORA
0,CS,SAN LAZZARO
0,CS,MARIA LUIZA VALENTIM DA CRUZ. PROFA
0,CS,SAO NORBERTO
0,CS,PARQUE AMAZONAS
0,CS,PARQUE GRAJAU
0,CS,JARDIM DAS IMBUIAS II
0,CS,MARIA EUGENIA FAKHOURY
0,CS,JARDIM DAS HORTENSIAS
0,CS,SANTA RITA DE CASSIA
0,CS,BRAZ E MARIA
0,CS,NOSSA SENHORA DE FATIMA
0,CS,MARGARIDA BRITO FARIAS SILVA II
0,CS,JARDIM DO CEDRO
0,CS,PLACIDO DE CASTRO
0,CS,JOAO CANDIDO
0,CS,VENHA CONOSCO - UNIDADE VII
0,CS,JACOMO TATTO - JARDIM DAS CEREJEIRAS
0,CS,MANOEL DE BARROS
0,CS,PARQUE NOVO GRAJAU
0,CS,PARQUE FLORESTAL
0,CS,MANOEL VIEIRA DE QUEIROZ FILHO
0,CS,AVELINO DE CARVALHO
0,CS,ALMEIDA JUNIOR. PROF.
0,CS,JARDIM SOMARA
0,CS,AFRANIO DE MELLO FRANCO. DR.
0,CS,CONSTELACAO DO INDIO
0,CS,VENHA CONOSCO UNIDADE II
0,CS,GABRIEL KARA
0,CS,JARDIM DOS IPES
0,CS,COHAB FARIA LIMA.BRIG
0,CS,OSVALDO CORDEIRO DE FARIAS. MAL.
0,CS,CARLOS DRUMMOND DE ANDRADE
0,CS,JARDIM DAS OLIVEIRAS
0,CS,JARDIM GAIVOTAS
0,CS,TEODOMIRO TOLEDO PIZA. DES.
0,CS,A MAO COOPERADORA - NUCLEO VILA NATAL
0,CS,CASA BRANCA
0,CS,ITATINGA - NUCLEO II
0,CS,ODILEA BOTTA DE MATTOS. PROFA
0,CS,CARLOS FRANCISCO GASPAR
0,CS,DOUGLAS DANIEL DO NASCIMENTO
0,CS,ALICE DE SOUZA LIMA
0,CS,JARDIM NOVO HORIZONTE
0,CS,TENONDE PORA
0,CS,JOAO DE DEUS CARDOSO DE MELLO
0,CS,VOVO AIDA RAMOS FERREIRA
0,CS,JARDIM REPUBLICA
0,CS,ALDINA ANALIA AGOSTINHA TADDEO CONDE. PROFA
0,CS,MARIA FONSECA LAGO. DONA
0,CS,VENHA CONOSCO UNIDADE V
0,CS,PEDRO GERALDO SCHUNCK
0,CS,SERGIO CARDOSO
0,CS,JOSE PEGORARO. PE.
0,CS,MIGUEL VIEIRA FERREIRA. DR.
0,CS,PARQUE AMERICA
0,CS,CANAA
0,CS,ALBERT SABIN. DR.
0,CS,HERMANN GMEINER
0,CS,JARDIM DAS ARAUCARIAS
0,FO,ANA MARIA
0,FO,SEFRAS CRIANCA PERI
0,FO,VINTE E SEIS DE JULHO
0,FO,JACIARA
0,FO,JARDIM PRIMAVERA I
0,FO,CRIANCA FELIZ
0,FO,CLUBE DE MAES MARIA DAS DORES UNID II FO
0,FO,RECRIAR
0,FO,NOVA VIDA
0,FO,CARLOS RAMIRO DE CASTRO. PROF
0,FO,INACIO DE LIMA OLIVEIRA
0,FO,ANGELINA MAFFEI VITA. DA.
0,FO,SEBASTIAO NOGUEIRA DE LIMA. DES.
0,FO,ARCO IRIS
0,FO,JARDIM GUARANI - JOSE ALFREDO APOLINARIO. PROF.
0,FO,ATITUDE DE CRIANCA
0,FO,ITABERABA
0,FO,RAQUEL DE QUEIROZ
0,FO,MENINO DE LATA
0,FO,QUERUBIM II
0,FO,HUMBERTO DANTAS
0,FO,JARDIM PRINCESA
0,FO,MANUEL BANDEIRA
0,FO,MANOEL PRETO
0,FO,GILBERTO DUPAS. PROF
0,FO,RAUL FERNANDES. EMB.
0,FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA XIII
0,FO,ASSOC BENEF OIKOS UNID VI
0,FO,ANITA GARIBALDI
0,FO,ESPACO KAIROS PERI
0,FO,TODOS IRMAOS
0,FO,UNIVERSO INFANTIL
0,FO,NOVO SER
0,FO,REGGIO EMILIA
0,FO,MORRO GRANDE
0,FO,TEOTONIO VILELA. SEN.
0,FO,MIGUEL ARCANJO
0,FO,CANARINHO
0,FO,TEQUINHO DO CEU
0,FO,CANTINHO DA SERRA II
0,FO,NOVO CAMINHO
0,FO,VILA NOVA ESPERANCA
0,FO,JARDIM VISTA ALEGRE
0,FO,CURUMIM
0,FO,RUTH ROCHA
0,FO,MUNDO MAGICO. CEI
0,FO,BENIGNA CARDOSO
0,FO,OLHAR DE CRIANCA
0,FO,CRISTOVAO
0,FO,MARIA CLARA MACHADO
0,FO,BONA VITTA
0,FO,CRIA
0,FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA
0,FO,JARDIM PERI
0,FO,JARDIM TEREZA
0,FO,ANTONIO PEREIRA DE SOUZA NETO
0,FO,FUTURO DO AMANHA
0,FO,PRIMO PASCOLI MELARE. PROF.
0,FO,ALAMEDA DO BEBE
0,FO,JULIA NORBERTO
0,FO,JARDIM ITAGUACU
0,FO,CRECHE TIA LOURDES
0,FO,SHADDAI II
0,FO,MARIA DULCE
0,FO,JULIO DE MESQUITA FILHO
0,FO,ENRICO GIUST
0,FO,FAZENDINHA
0,FO,ASSOC BENEF OIKOS UNIDADE VII
0,FO,JARDIM CENTENARIO
0,FO,TIA LENINHA. CEI
0,FO,BOAVENTURA
0,FO,GARCIA DAVILA. CTE.
0,FO,OTAVIO RODRIGUES
0,FO,ANTONIO CORREIA
0,FO,MORRO GRANDE CT VIDA
0,FO,ELOHIM ADONAI II
0,FO,BURITI
0,FO,CANDIDO PORTINARI
0,FO,BEIJA FLOR
0,FO,ANTONIO CALLADO
0,FO,ASS BENEFICENTE UNIDOS DO JARDIM GUARANI UNID I FO
0,FO,VILA RICA
0,FO,NELSON BREVE
0,FO,IVANI CATARINA ARANTES FAZENDA. PROFA
0,FO,VILA PENTEADO
0,FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA II
0,FO,ALEGRIA DE CRIANCA
0,FO,ARY BARROSO
0,FO,CANTINHO DA SERRA
0,FO,CECILIA MORAES DE VASCONCELOS. PROFA.
0,FO,JARDIM DAMASCENO II
0,FO,REYNALDO DE MARIA FREITAS E SILVA. PROF
0,FO,NOSSA SENHORA MAE DE DEUS
0,FO,VILA NOVA CACHOEIRINHA
0,FO,CONSOLATA
0,FO,PEQUENOS SONHADORES
0,FO,JOAO TONIOLO. VER.
0,FO,ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE
0,FO,ISAURA RIBEIRO MARTINS
0,FO,LYGIA FAGUNDES TELLES
0,FO,APRENDER E CRESCER
0,FO,OBRAS SOCIAIS DE VISTA ALEGRE UNID I FO
0,FO,JARDIM DAMASCENO
0,FO,MARQUES DOS FRANCOS
0,FO,AROLDO DE AZEVEDO. PROF.
0,FO,RECRIARTE. CEI
0,FO,CORACAO MATERNO
0,FO,CANTINHO DA SERRA III
0,FO,ASS CULT BENEF VL NV CACHOEIRINHA UNID II FO
0,FO,TIRIRILANDO
0,FO,QUERUBIM
0,FO,BERNARDO GORA. PE
0,FO,MUNDO DE SOFIA
0,FO,AGUA VIVA
0,FO,ENZO SILVEIRA. DR.
0,FO,CASA DA CRIANCA ST TEREZINHA
0,FO,ROSA E CAROLINA AGAZZI
0,FO,LOBATINHO
0,FO,ROSE MARY FRASSON. PROFA.
0,FO,ROBERTO PATRICIO. PROF.
0,FO,ANTONIO PRUDENTE. PROF.
0,FO,JARDIM MONJOLO
0,FO,NILO PECANHA. PRES.
0,FO,CLUBE DOS LEOEZINHOS
0,FO,RAIMUNDO SANDRO CIDRAO. PROF.
0,FO,OBRAS SOCIAIS DE VISTA ALEGRE UNID V FO
0,FO,MARY
0,FO,CASTELO BRANCO
0,FO,ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID VI FO
0,FO,SHALLOM II
0,FO,JARDIM DOS FRANCOS
0,FO,ASS CULT ESP BENEF VL NV CACHOEIRINHA UNID I FO
0,FO,MILTOM CAMPOS. SEN.
0,FO,TERRITORIOS DO BRINCAR
0,FO,JOSE HERMINIO RODRIGUES. CEL. PM
0,FO,SHADDAI
0,FO,PRINCESINHA
0,FO,PINGO DE ORVALHO
0,FO,CT VIDA KIDS I
0,FO,LAR DA VITORIA
0,FO,HAYDEE BARRETO FERRARA
0,FO,TODAS AS CORES
0,FO,CRISTOVAO II
0,FO,CENTRO COM NOSSA SENHORA APARECIDA UNID FO V
0,FO,NOSSA SENHORA DO O
0,FO,JARDIM MONTE ALEGRE
0,FO,PINGO DE GENTE
0,FO,ASS SOC CULT MADRE TERESA DE JESUS UNID I FO
0,FO,SAO JOSE DE VILA PALMEIRAS
0,FO,ALEM DO ARCO IRIS
0,FO,CIRANDINHA DAS ROSAS
0,FO,ECUMENICO STO EXPEDITO
0,FO,JARDIM GUARANI
0,FO,ESPACO KAIROS JD. SANTA CRUZ
0,FO,BRINCANDO TAMBEM SE APRENDE
0,FO,VISTA ALEGRE
0,FO,CENTRO COM NOSSA SENHORA APARECIDA UNID II CV
0,FO,BOM JESUS
0,FO,PARQUE PERUCHE
0,FO,MONTEIRO LOBATO
0,FO,PLINIO AYROSA
0,FO,SHALLOM
0,FO,ASS CULT ESP BENEF VL NV CACHOEIRINHA - UNID III FO
0,FO,PEQUENAS ESTRELAS II
0,FO,ALPS CACHOEIRINHA
0,FO,OIKOS II
0,FO,NOSSA SENHORA DAS DORES I
0,FO,CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA
0,FO,VO NICE
0,FO,OSVALDO QUIRINO SIMOES
0,FO,ANJO AZUL
0,FO,TEREZINHA DE JESUS
0,FO,NAKINE
0,FO,ANDRE RODRIGUES DE ALCKMIN. PROF.
0,FO,ANIVALDO FERREIRA PADILHA
0,FO,SANTA CRUZ
0,FO,BOAVENTURA IV
0,FO,BILAC PINTO. MIN.
0,FO,GUILHERME HENRIQUE PINTO COELHO
0,FO,CARLOS APOLINARIO
0,FO,SOARES LIMA
0,FO,PINGO DE ROSA
0,FO,TELIA GIROTTI
0,FO,SANTA TEREZINHA
0,FO,ASAS DA VIDA
0,FO,ANANDA MARGA - UNIVERSO INFANTIL
0,FO,EXPEDITO. SANTO
0,FO,JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO
0,FO,NOSSA SENHORA DAS DORES II
0,FO,DOZE DE OUTUBRO
0,FO,ANANDA MARGA. LAR DE CRIANCA
0,FO,ANA MARIA MACHADO
0,FO,VINTE DE AGOSTO
0,FO,ARTE NA RUA
0,FO,VOVO ALZIRA
0,FO,CLAUDIO TRUDELLE. PE
0,FO,CAIRA ALAYDE ALVARENGA MEDEA. PROFA
0,FO,JARDIM ELISA MARIA
0,FO,ANA NERY
0,FO,ODILIO DENYS. MAL.
